Chromosome,GeneStart,GeneEnd,GeneLength,ConcTumor,ConcNormal,Fold,FDR,Annotation,Symbol,GeneName,Direction
chr1,223227615,223230747,3133,4.780180648,3.150738644,1.043660814,0.046020115,Intron ,SUSD4,sushi domain containing 4,Open
chr11,74129174,74133630,4457,4.865023586,3.250444636,1.043082052,0.046020115,3' UTR,C2CD3,C2 domain containing 3 centriole elongation regulator,Open
chr3,45827128,45828573,1446,4.795405011,3.094963406,1.056439903,0.046020115,Exon ,LZTFL1,leucine zipper transcription factor like 1,Open
chr16,1286069,1299551,13483,5.073952279,3.363811139,1.060279306,0.046020115,Promoter ,UBE2I-AS1,UBE2I antisense RNA 1,Open
chr21,36164836,36212048,47213,5.000041306,3.491478695,1.017381433,0.046020115,Intron ,DOP1B,DOP1 leucine zipper like protein B,Open
chr1,182129065,182314061,184997,5.029312401,3.421578616,1.038552688,0.046020115,Promoter ,LINC01344,long intergenic non-protein coding RNA 1344,Open
chr14,63373892,63508238,134347,3.962544769,2.542879611,0.985998349,0.046020115,Intron ,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon,Open
chr21,45512825,45515768,2944,5.319292947,3.663366387,1.049821144,0.046020115,Promoter ,SLC19A1,solute carrier family 19 member 1,Open
chr17,39728510,39730532,2023,8.123582535,5.386300196,1.078763845,0.046020115,Promoter ,MIEN1,migration and invasion enhancer 1,Open
chr16,8892097,8975328,83232,4.950230536,3.277202362,1.050477023,0.046020115,Distal Intergenic,USP7,ubiquitin specific peptidase 7,Open
chr8,29667804,29669792,1989,3.523716373,2.153968993,0.974649495,0.046020115,Intron ,LOC124901926,uncharacterized LOC124901926,Open
chr1,44700973,44724379,23407,4.493705531,2.93304078,1.02327046,0.046020115,Intron ,ARMH1,armadillo like helical domain containing 1,Open
chr3,71053718,71095387,41670,4.256172407,2.943073311,0.955013036,0.046020115,Intron ,FOXP1,forkhead box P1,Open
chr18,23992773,24133027,140255,4.933348393,3.38454724,1.026962723,0.046020115,Promoter ,TTC39C,tetratricopeptide repeat domain 39C,Open
chr1,215083517,215169265,85749,5.192528685,3.436136771,1.065755835,0.046020115,Intron ,KCNK2,potassium two pore domain channel subfamily K member 2,Open
chr6,136580334,136584507,4174,4.50336338,3.063837147,0.99433704,0.046020115,Intron ,MAP3K5,mitogen-activated protein kinase kinase kinase 5,Open
chr8,134716674,134778583,61910,4.34693058,2.949490381,0.978464518,0.046020115,Promoter ,ZFAT,zinc finger and AT-hook domain containing,Open
chr16,1713521,1714401,881,4.687943798,3.071101529,1.04077166,0.046058569,Intron ,MAPK8IP3-AS1,MAPK8IP3 antisense RNA 1,Open
chr1,207818398,207818960,563,5.934018518,4.041145659,1.081830999,0.046058569,Intron ,LOC148696,uncharacterized LOC148696,Open
chr8,124552890,124563427,10538,4.813305471,3.218356913,1.034786592,0.046058569,Promoter ,MTSS1,MTSS I-BAR domain containing 1,Open
chr16,287440,346322,58883,5.386397259,3.768957306,1.040879144,0.046058569,Intron ,AXIN1,axin 1,Open
chr14,24376074,24378056,1983,5.485587484,3.706214564,1.068152209,0.046058569,Promoter ,NFATC4,nuclear factor of activated T cells 4,Open
chr17,59841266,59841337,72,6.417488021,4.294159475,1.095596207,0.046058569,Promoter ,MIR21,microRNA 21,Open
chr1,221838965,221939005,100041,4.562689009,2.916750281,1.044035281,0.046058569,Intron ,LINC02257,long intergenic non-protein coding RNA 2257,Open
chr8,123002560,123030751,28192,4.943655663,3.223797339,1.057632628,0.046058569,Distal Intergenic,LOC124902013,uncharacterized LOC124902013,Open
chr22,24542830,24544083,1254,4.695959056,3.076062778,1.039559094,0.046058569,Distal Intergenic,GUCD1,guanylyl cyclase domain containing 1,Open
chr3,43366889,43555411,188523,4.454707219,2.489695095,1.085174233,0.046058569,Intron ,ANO10,anoctamin 10,Open
chr2,218306370,218311398,5029,4.604277818,2.993030115,1.03716858,0.046058569,Promoter ,LOC105373881,uncharacterized LOC105373881,Open
chr20,53915694,53941570,25877,4.680693797,3.151931854,1.02322664,0.046058569,Intron ,BCAS1-AS1,BCAS1 antisense RNA 1,Open
chr17,65636614,65641025,4412,4.609698368,3.050929813,1.026975823,0.046058569,Intron ,CEP112,centrosomal protein 112,Open
chr1,46043662,46132616,88955,4.448506041,2.82386818,1.035582607,0.046121213,Intron ,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,Open
chr17,62944215,62944312,98,4.297604469,2.771758997,1.013797774,0.046121213,Intron ,MIR633,microRNA 633,Open
chr3,27423641,27484420,60780,4.631462995,3.144692929,1.00581087,0.046121213,Distal Intergenic,SLC4A7,solute carrier family 4 member 7,Open
chr17,82217934,82240086,22153,5.252971038,3.672650619,1.032278053,0.046121213,Promoter ,SLC16A3,solute carrier family 16 member 3,Open
chr12,52898469,52901867,3399,4.878689069,3.493262084,0.980216242,0.046121213,Distal Intergenic,KRT8,keratin 8,Open
chr9,95003917,95060987,57071,4.846969528,3.219055152,1.038824581,0.046121213,Intron ,AOPEP,aminopeptidase O ,Open
chr8,101122478,101126619,4142,4.891359379,3.390456266,1.011473845,0.046121213,Promoter ,LINC03044,long intergenic non-protein coding RNA 3044,Open
chr15,59223059,59264997,41939,4.116271697,2.700883948,0.987627125,0.046121213,Intron ,MYO1E,myosin IE,Open
chr8,140572902,140605888,32987,5.834428738,3.992046343,1.074438599,0.046121213,Intron ,AGO2,argonaute RISC catalytic component 2,Open
chr17,74762003,74769296,7294,5.381168791,3.643752048,1.060712383,0.046121213,Promoter ,NHERF1,NHERF family PDZ scaffold protein 1,Open
chr17,27472005,27583002,110998,4.62956734,3.068210819,1.023382428,0.046121213,Promoter ,KSR1,kinase suppressor of ras 1,Open
chr17,29560547,29567037,6491,5.771371792,3.76110027,1.088084375,0.046121213,Promoter ,ABHD15,abhydrolase domain containing 15,Open
chr7,30362400,30412502,50103,4.530677885,2.915401369,1.038734268,0.046121213,Intron ,ZNRF2,zinc and ring finger 2,Open
chr7,88206456,88226993,20538,4.582254385,2.929931888,1.044131132,0.046121213,Promoter ,SRI,sorcin,Open
chr1,56494761,56579563,84803,5.421427443,3.271415783,1.093270753,0.046121213,Intron ,PLPP3,phospholipid phosphatase 3,Open
chr6,42206807,42217861,11055,5.024179816,3.414203578,1.036742036,0.046121213,3' UTR,MRPS10,mitochondrial ribosomal protein S10,Open
chr6,21758478,22194224,435747,3.970377067,2.503912463,1.00146891,0.046121213,Intron ,CASC15,cancer susceptibility 15,Open
chr17,29073519,29176752,103234,5.087926037,3.373901571,1.055163158,0.046121213,Promoter ,MYO18A,myosin XVIIIA,Open
chr1,162167905,162175243,7339,5.144924751,3.461530587,1.049945369,0.046121213,Intron ,LOC105371475,uncharacterized LOC105371475,Open
chr1,116519231,116544590,25360,4.52178686,2.950455902,1.022239202,0.046121213,Intron ,CD58,CD58 molecule,Open
chr18,9646110,9648582,2473,4.180899142,2.76922576,0.977328032,0.046275633,Distal Intergenic,LINC02856,long intergenic non-protein coding RNA 2856,Open
chr7,156688103,156747978,59876,4.014260461,2.751774282,0.925274241,0.046275633,Intron ,LMBR1,limb development membrane protein 1,Open
chr8,47440401,47735916,295516,4.374161843,2.824007536,1.017728208,0.046402841,Intron ,SPIDR,scaffold protein involved in DNA repair,Open
chr17,79950571,79993634,43064,5.508974784,3.278395393,1.092372382,0.046402841,Promoter ,TBC1D16,TBC1 domain family member 16,Open
chr11,61828179,61848186,20008,5.199388402,3.429800589,1.061772007,0.046447434,Promoter ,FADS2,fatty acid desaturase 2,Open
chr6,43797192,43825123,27932,5.825486759,4.016568989,1.067413005,0.046578195,Promoter ,LOC105375070,uncharacterized LOC105375070,Open
chr8,125544554,125609373,64820,4.814681365,3.100596076,1.051265814,0.046578195,Promoter ,LINC02964,long intergenic non-protein coding RNA 2964,Open
chr2,36869703,36902928,33226,4.620207011,3.064199482,1.020720147,0.046578195,Intron ,STRN,striatin,Open
chr2,227815369,227817463,2095,4.561361316,3.155092169,0.97977295,0.046578195,Promoter ,CCL20,C-C motif chemokine ligand 20,Open
chr2,74130401,74135412,5012,4.86454281,3.118604317,1.056260672,0.046578195,Promoter ,TET3,tet methylcytosine dioxygenase 3,Open
chr21,42062959,42142995,80037,4.366678743,2.860169381,1.009694717,0.046586062,Exon ,UMODL1,uromodulin like 1,Open
chr8,86217626,86321146,103521,4.866661657,3.115001282,1.05696601,0.046586062,Intron ,SLC7A13,solute carrier family 7 member 13,Open
chr1,153533320,153535129,1810,5.204603681,3.584945952,1.034686181,0.046586062,Distal Intergenic,LOC124904423,uncharacterized LOC124904423,Open
chr9,131258076,131264715,6640,4.601088919,3.109304914,1.011530704,0.046586062,Distal Intergenic,FAM78A,family with sequence similarity 78 member A,Open
chr17,59837237,59840593,3357,4.982384456,3.443994274,1.019083484,0.046586062,Intron ,VMP1,vacuole membrane protein 1,Open
chr17,8039156,8048565,9410,5.11780349,3.372936215,1.057091921,0.046586062,Exon ,ALOX15B,arachidonate 15-lipoxygenase type B,Open
chr17,59841266,59841337,72,5.52413357,3.738553918,1.064134438,0.046586062,Distal Intergenic,MIR21,microRNA 21,Open
chr1,222522258,222525239,2982,4.142836258,2.62442436,1.012550029,0.046586062,Promoter ,HHIPL2,HHIP like 2,Open
chr9,33240167,33248567,8401,5.259689745,3.632327232,1.037717529,0.046586062,Intron ,SPINK4,serine peptidase inhibitor Kazal type 4,Open
chr3,67654585,67748468,93884,4.892972975,3.347309572,1.017875112,0.046730852,Intron ,SUCLG2-DT,SUCLG2 divergent transcript,Open
chr17,39757715,39864188,106474,6.030864577,3.415873863,1.074859409,0.046937254,Promoter ,IKZF3,IKAROS family zinc finger 3,Open
chr8,89780088,89780778,691,4.383213111,2.817832768,1.01984663,0.046937254,Intron ,RIPK2,receptor interacting serine/threonine kinase 2,Open
chr15,77998519,78001663,3145,4.959063913,3.345777907,1.032344934,0.047005338,Intron ,TBC1D2B,TBC1 domain family member 2B,Open
chr2,138058123,138060416,2294,4.862374935,3.157922675,1.048262805,0.047124528,Exon ,LOC105373636,uncharacterized LOC105373636,Open
chr8,127801065,128101255,300191,5.125841802,3.608497224,1.012180755,0.047162982,Promoter ,PVT1,Pvt1 oncogene,Open
chr6,37217324,37258155,40832,4.370750768,2.316922075,1.083213863,0.047162982,Intron ,TMEM217,transmembrane protein 217,Open
chr2,173880850,173956232,75383,4.069055382,2.671139817,0.974083891,0.047162982,Intron ,SP3,Sp3 transcription factor,Open
chr11,76791752,76798144,6393,5.986090687,4.019020083,1.079161542,0.047162982,Promoter ,TSKU,tsukushi small leucine rich proteoglycan,Open
chr3,122577628,122639047,61420,4.284836577,2.887068952,0.978022863,0.047162982,3' UTR,PARP15,poly polymerase family member 15,Open
chr11,35176575,35214861,38287,4.79424349,3.232740312,1.027372968,0.047172685,Intron ,CD44,CD44 molecule ,Open
chr20,63528001,63537376,9376,6.409317964,4.552987214,1.069733932,0.047205161,Promoter ,PTK6,protein tyrosine kinase 6,Open
chr1,230868259,230879141,10883,5.064829188,3.388653476,1.043721739,0.047290916,Intron ,LOC101927604,uncharacterized LOC101927604,Open
chr7,99173572,99208115,34544,4.674410362,3.151992987,1.012324815,0.047308446,Intron ,KPNA7,karyopherin subunit alpha 7,Open
chr15,92617448,92645598,28151,4.304371822,2.725456706,1.0196653,0.047308446,Promoter ,FAM174B,family with sequence similarity 174 member B,Open
chr2,28496119,28643152,147034,4.267764863,2.953817102,0.943111187,0.047308446,Intron ,PLB1,phospholipase B1,Open
chr8,128150116,128150188,73,5.159988018,3.522809765,1.036333239,0.047371963,Promoter ,MIR1208,microRNA 1208,Open
chr14,59263455,59371405,107951,4.123394656,2.654208985,0.987627715,0.047459869,Intron ,DAAM1,dishevelled associated activator of morphogenesis 1,Open
chr21,42102134,42108534,6401,4.71905689,3.190588769,1.011191354,0.047459869,Intron ,UMODL1-AS1,UMODL1 antisense RNA 1,Open
chr1,42926174,42931769,5596,5.238232085,3.721656826,1.012589229,0.047459869,Promoter ,SLC2A1,solute carrier family 2 member 1,Open
chr14,91635524,91646235,10712,3.903970129,2.44236647,0.98867747,0.047459869,Intron ,CATSPERB,catsper channel auxiliary subunit beta,Open
chr10,97640671,97676434,35764,4.561361894,3.154545891,0.98141211,0.047459869,Intron ,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,Open
chr17,59735338,59840106,104769,4.585185731,3.039054263,1.017573778,0.047584383,Intron ,VMP1,vacuole membrane protein 1,Open
chr8,133663756,133684259,20504,4.69453881,3.427695123,0.932261961,0.047831709,Distal Intergenic,LINC03024,long intergenic non-protein coding RNA 3024,Open
chr1,234959649,234963380,3732,5.437518705,3.690236771,1.05414577,0.047935341,Promoter ,LNCATV,lncRNA negative regulator of antiviral signaling,Open
chr2,20447074,20449440,2367,4.514505407,3.042084151,0.997038193,0.047976363,Distal Intergenic,RHOB,ras homolog family member B,Open
chr1,207321519,207365940,44422,5.367082892,3.574594571,1.058779012,0.047976363,Intron ,CD55,CD55 molecule ,Open
chr12,12879721,12883350,3630,4.944290975,3.153445835,1.057447342,0.047976363,Promoter ,LOC124902881,uncharacterized LOC124902881,Open
chr7,38685346,38687037,1692,4.700506268,3.085489666,1.027278543,0.047976363,Distal Intergenic,CFAP144P1,CFAP144 pseudogene 1,Open
chr3,197381367,197421972,40606,4.094366338,2.748512947,0.952239525,0.047976363,Promoter ,LOC105374308,uncharacterized LOC105374308,Open
chr1,172532349,172611833,79485,5.558094569,3.700192076,1.065175105,0.047976363,Intron ,SUCO,SUN domain containing ossification factor,Open
chr17,70855814,70920664,64851,5.029834774,2.762990838,1.082259546,0.047976363,Promoter ,LOC124904104,uncharacterized LOC124904104,Open
chr2,5548517,5556218,7702,3.938198809,2.57575514,0.955020178,0.047976363,Distal Intergenic,LOC124905950,uncharacterized LOC124905950,Open
chr1,156213026,156239718,26693,4.922183238,3.482464094,0.992334288,0.047976363,3' UTR,PMF1,polyamine modulated factor 1,Open
chr3,129647792,129688732,40941,4.687821871,3.060362479,1.030050373,0.047976363,Intron ,TMCC1,transmembrane and coiled-coil domain family 1,Open
chr8,130358769,130362461,3693,4.253287826,2.929911794,0.950692798,0.047976363,Intron ,LOC124902026,uncharacterized LOC124902026,Open
chr12,8056844,8066359,9516,4.17874094,2.915466587,0.931250818,0.047976363,Promoter ,C3AR1,complement C3a receptor 1,Open
chr20,56359109,56360712,1604,3.861122321,2.545201925,0.949206286,0.047976363,Intron ,FAM210B,family with sequence similarity 210 member B,Open
chr11,34853094,34890741,37648,4.283845881,2.728616446,1.01362893,0.047976363,Intron ,LOC105376624,uncharacterized LOC105376624,Open
chr16,2798470,2805304,6835,4.888759617,3.249460935,1.035098712,0.047976363,Promoter ,PRSS41,serine protease 41,Open
chr8,101719583,101788998,69416,4.102559963,2.400301776,1.040284247,0.047976363,Intron ,NCALD,neurocalcin delta,Open
chr1,204516379,204558119,41741,5.268430541,3.783824371,1.002553678,0.047976363,Distal Intergenic,MDM4,MDM4 regulator of p53,Open
chr17,39765496,39778225,12730,5.190964308,3.320014984,1.065744829,0.047976363,Intron ,IKZF3,IKAROS family zinc finger 3,Open
chr1,235909421,235956401,46981,4.922123044,3.396760664,1.007317774,0.047976363,Promoter ,LOC105373215,uncharacterized LOC105373215,Open
chr17,74380316,74382012,1697,4.915986578,3.252310639,1.037411676,0.047976363,Distal Intergenic,LOC124904055,uncharacterized LOC124904055,Open
chr14,20870278,20873370,3093,4.783502216,3.301661654,0.995960725,0.047976363,Distal Intergenic,LOC100507513,uncharacterized LOC100507513,Open
chr1,244771333,244780725,9393,4.491707557,3.012437953,0.997182218,0.047976363,Distal Intergenic,LOC107985372,uncharacterized LOC107985372,Open
chr20,32358330,32439260,80931,4.780656237,3.220111774,1.01649496,0.047976363,Intron ,ASXL1,ASXL transcriptional regulator 1,Open
chr22,50190598,50199475,8878,4.608356306,3.125687853,1.001832781,0.047976363,Promoter ,TRABD,TraB domain containing,Open
chr17,45216802,45222274,5473,5.286355581,3.700513381,1.024214657,0.047976363,Intron ,FMNL1-DT,FMNL1 divergent transcript,Open
chr14,54396849,54417951,21103,4.550590805,3.15073254,0.968132236,0.047976363,Intron ,CDKN3,cyclin dependent kinase inhibitor 3,Open
chr1,220150135,220272529,122395,5.229272418,3.586120799,1.033277073,0.047976363,Distal Intergenic,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,Open
chr10,50344136,50418478,74343,4.105296725,2.68688255,0.968628358,0.047976363,Intron ,SGMS1,sphingomyelin synthase 1,Open
chr17,40092793,40100589,7797,7.090274516,4.730853814,1.076741905,0.047976363,Promoter ,NR1D1,nuclear receptor subfamily 1 group D member 1,Open
chr1,246052557,246507144,454588,5.104366697,2.94988022,1.078384183,0.047976363,Intron ,SMYD3,SET and MYND domain containing 3,Open
chr6,34757505,34773857,16353,4.486047408,2.98079205,1.004822009,0.047976363,Intron ,SNRPC,small nuclear ribonucleoprotein polypeptide C,Open
chr10,101066299,101068131,1833,5.250411145,3.606771038,1.034065355,0.047976363,Intron ,KAZALD1,Kazal type serine peptidase inhibitor domain 1,Open
chr6,33999972,34000051,80,3.889100845,2.627788171,0.934284753,0.047976363,Distal Intergenic,MIR1275,microRNA 1275,Open
chr1,58933643,59103820,170178,4.863259545,3.325740484,1.009240592,0.047976363,Promoter ,LINC01358,long intergenic non-protein coding RNA 1358,Open
chr8,95115642,95156544,40903,5.466627188,3.608061332,1.061985383,0.047976363,Promoter ,PLEKHF2,pleckstrin homology and FYVE domain containing 2,Open
chr19,38710833,38717117,6285,5.229514462,3.474958958,1.049460589,0.047976363,Intron ,ACTN4,actinin alpha 4,Open
chr11,73393684,73395121,1438,4.333945765,2.891683881,0.985501255,0.047976363,Intron ,RELT,RELT TNF receptor,Open
chr1,202941490,202958264,16775,4.344302778,2.916114477,0.976292774,0.047976363,Intron ,ADIPOR1,adiponectin receptor 1,Open
chr2,47205025,47221357,16333,4.625203352,3.137868619,0.995310236,0.047985662,Intron ,LOC105374588,uncharacterized LOC105374588,Open
chr19,19034201,19051735,17535,4.623694363,3.11602872,1.002739492,0.047985662,Promoter ,ARMC6,armadillo repeat containing 6,Open
chr22,20779181,20787232,8052,4.483047473,2.908477095,1.016172759,0.047985662,Promoter ,SERPIND1,serpin family D member 1,Open
chr1,151540305,151583583,43279,6.2467624,4.43219446,1.057976124,0.047986383,Promoter ,TUFT1,tuftelin 1,Open
chr1,97265446,97280208,14763,4.854413601,2.944817795,1.064516189,0.048205011,Exon ,DPYD-AS1,DPYD antisense RNA 1,Open
chr1,169921326,170085208,163883,4.279640545,2.923047408,0.957759874,0.048245737,Exon ,KIFAP3,kinesin associated protein 3,Open
chr17,29615732,29617237,1506,5.843100429,3.77958678,1.074031056,0.048245737,Promoter ,CORO6,coronin 6,Open
chr1,241549662,241555801,6140,4.70743526,3.152609463,1.011669466,0.048245737,Intron ,KMO,kynurenine 3-monooxygenase,Open
chr19,10430845,10467621,36777,4.203480946,2.835725885,0.960170633,0.048245737,Promoter ,PDE4A,phosphodiesterase 4A,Open
chr2,236569825,236582354,12530,5.349744247,3.738470988,1.025628135,0.048245737,Promoter ,ACKR3,atypical chemokine receptor 3,Open
chr7,132140604,132145507,4904,4.907193716,3.25649313,1.030445291,0.048245737,Promoter ,PLXNA4,plexin A4,Open
chr15,90160604,90217786,57183,5.24684096,3.616348449,1.026599149,0.048245737,Promoter ,SEMA4B,semaphorin 4B,Open
chr17,30316333,30334059,17727,5.913332394,3.813970435,1.073995854,0.048245737,Distal Intergenic,TMIGD1,transmembrane and immunoglobulin domain containing 1,Open
chr19,40924068,40928905,4838,4.808018619,3.227254635,1.01913346,0.048245737,Promoter ,CYP2B7P,cytochrome P450 family 2 subfamily B member 7 pseudogene,Open
chr2,212940704,212947545,6842,4.204830472,2.780668482,0.976114574,0.048245737,Promoter ,LOC107985980,uncharacterized LOC107985980,Open
chr1,154402328,154406564,4237,4.697158468,3.327794219,0.964092314,0.048245737,Promoter ,IL6R-AS1,IL6R antisense RNA 1,Open
chr6,18387514,18402095,14582,4.525167539,3.000195642,1.003489941,0.048245737,Intron ,RNF144B,ring finger protein 144B,Open
chr1,225710318,225716415,6098,4.407900959,3.034830511,0.963991419,0.048245737,Intron ,LOC102723834,uncharacterized LOC102723834,Open
chr16,67246915,67259942,13028,5.376623619,3.855774729,1.005013294,0.048245737,Promoter ,SLC9A5,solute carrier family 9 member A5,Open
chr1,241741548,241796298,54751,4.696515882,3.128729808,1.009874826,0.048245737,3' UTR,WDR64,WD repeat domain 64,Open
chr1,164590350,164847101,256752,4.81957939,3.179718052,1.029223315,0.048245737,Promoter ,PBX1,PBX homeobox 1,Open
chr20,46714467,46725470,11004,5.02239516,3.421994985,1.021414492,0.048245737,Promoter ,SLC2A10,solute carrier family 2 member 10,Open
chr8,100475670,100493063,17394,5.036274509,3.416990426,1.024112887,0.048245737,Intron ,LOC124901992,uncharacterized LOC124901992,Open
chr8,79892625,79907138,14514,4.899188363,3.208750769,1.034722854,0.048245737,Intron ,LOC124901966,uncharacterized LOC124901966,Open
chr3,182149430,182158313,8884,4.684326744,3.105066664,1.017191213,0.048245737,Intron ,LOC105374243,uncharacterized LOC105374243,Open
chr6,34537802,34556329,18528,4.789176085,3.503316646,0.938028223,0.048245737,Intron ,SPDEF,SAM pointed domain containing ETS transcription factor,Open
chr1,150694512,150697108,2597,4.030834457,2.394910654,1.026957115,0.048245737,Intron ,GOLPH3L,golgi phosphoprotein 3 like,Open
chr6,67210408,67210480,73,3.84502635,2.50903515,0.950772942,0.048245737,Distal Intergenic,LOC124900229,small nucleolar RNA SNORD65,Open
chr17,62944215,62944312,98,4.98067277,2.693749015,1.07172911,0.048245737,Intron ,MIR633,microRNA 633,Open
chr1,40374648,40423326,48679,4.655147395,3.171740049,0.999361567,0.048245737,Intron ,SMAP2,small ArfGAP2,Open
chr8,68625459,68792571,167113,5.247072731,3.469846062,1.047417569,0.048245737,Intron ,C8orf34,chromosome 8 open reading frame 34,Open
chr8,125519654,125525318,5665,4.801116214,3.352186695,0.983601003,0.048245737,Intron ,LINC02964,long intergenic non-protein coding RNA 2964,Open
chr18,23204387,23331215,126829,4.136548662,2.638191479,0.992522998,0.048245737,Intron ,SLC35D4,solute carrier family 35 member D4,Open
chr1,224513688,224521221,7534,4.379411194,3.096901245,0.928569844,0.048245737,Intron ,CNIH3,cornichon family AMPA receptor auxiliary protein 3,Open
chr10,67797082,67838059,40978,4.476448044,2.96584103,0.999684847,0.048245737,Intron ,DNAJC12,DnaJ heat shock protein family  member C12,Open
chr20,59989106,60034011,44906,4.521684487,3.16819968,0.956007903,0.048245737,Promoter ,CDH26,cadherin 26,Open
chr15,76216314,76228172,11859,4.132854243,2.86320754,0.921435717,0.048245737,Intron ,ETFA,electron transfer flavoprotein subunit alpha,Open
chr6,7986537,7988192,1656,4.482101137,2.99148646,0.996372904,0.048245737,Intron ,PIP5K1P1,phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1,Open
chr1,151511387,151538692,27306,5.057114754,3.486306879,1.01356241,0.048245737,Promoter ,CGN,cingulin,Open
chr6,34537802,34556333,18532,4.340827052,2.908839711,0.980119331,0.048245737,Distal Intergenic,SPDEF,SAM pointed domain containing ETS transcription factor,Open
chr17,75012670,75020939,8270,5.463013616,3.551040575,1.060453126,0.048245737,Promoter ,MRPL58,mitochondrial ribosomal protein L58,Open
chr12,68335642,68337013,1372,4.736482606,3.165170074,1.017943977,0.048245737,Intron ,LOC105369819,uncharacterized LOC105369819,Open
chr19,50329722,50371440,41719,4.832544779,3.392893051,0.986421004,0.048245737,Promoter ,LOC105372437,uncharacterized LOC105372437,Open
chr17,80260852,80398794,137943,5.026651635,3.403371583,1.024586393,0.048245737,Distal Intergenic,RNF213,ring finger protein 213,Open
chr22,37065436,37109713,44278,5.279282097,3.697475962,1.018020619,0.048245737,Intron ,TMPRSS6,transmembrane serine protease 6,Open
chr17,29390363,29551903,161541,7.147039382,4.950475564,1.070137975,0.048245737,Promoter ,TAOK1,TAO kinase 1,Open
chr1,61203523,61456678,253156,4.34660906,2.495362818,1.051341533,0.048245737,Intron ,NFIA,nuclear factor I A,Open
chr8,61785047,61786521,1475,4.425649229,2.544732492,1.056683023,0.048245737,Promoter ,LINC02842,long intergenic non-protein coding RNA 2842,Open
chr16,31874066,31914620,40555,4.258275198,2.969655226,0.928511537,0.048245737,Exon ,ZNF267,zinc finger protein 267,Open
chr20,49632945,49713878,80934,4.165509639,2.857366817,0.941272022,0.048245737,Intron ,B4GALT5,beta-14-galactosyltransferase 5,Open
chr4,40438553,40630875,192323,4.193470446,2.792591014,0.970816011,0.048245737,Intron ,RBM47,RNA binding motif protein 47,Open
chr1,229516582,229558707,42126,4.566490655,3.009533818,1.006262839,0.048245737,Distal Intergenic,ABCB10,ATP binding cassette subfamily B member 10,Open
chr3,172505662,172523475,17814,4.682236423,2.626081866,1.066976511,0.048245737,Distal Intergenic,TNFSF10,TNF superfamily member 10,Open
chr8,47291053,47294428,3376,4.628391651,2.77989933,1.052706312,0.048245737,Intron ,SPIDR,scaffold protein involved in DNA repair,Open
chr6,33891702,33983208,91507,4.820250067,3.369281498,0.986128623,0.048245737,Distal Intergenic,LINC01016,long intergenic non-protein coding RNA 1016,Open
chr17,62701314,62744514,43201,4.956779992,3.161463225,1.046553434,0.048245737,Exon ,MARCHF10,membrane associated ring-CH-type finger 10,Open
chr17,59837237,59840593,3357,5.856663564,4.059869121,1.049193008,0.048245737,Intron ,VMP1,vacuole membrane protein 1,Open
chr1,36466043,36483278,17236,5.040491931,3.250485877,1.047837223,0.048245737,Intron ,CSF3R,colony stimulating factor 3 receptor,Open
chr17,79835143,79837881,2739,5.37600891,3.438814773,1.060547945,0.048245737,Promoter ,CBX4,chromobox 4,Open
chr11,116845184,116849138,3955,4.808797215,3.388422023,0.97941203,0.048245737,Exon ,SIK3,SIK family kinase 3,Open
chr16,19417883,19499113,81231,4.053753211,2.808656173,0.914147336,0.048245737,Intron ,TMC5,transmembrane channel like 5,Open
chr2,130779906,130798686,18781,4.328141059,2.939154107,0.959658429,0.048245737,Distal Intergenic,LOC124907891,uncharacterized LOC124907891,Open
chr2,41220,42952,1733,4.451420471,2.984977715,0.98371675,0.048245737,Distal Intergenic,FAM110C,family with sequence similarity 110 member C,Open
chr17,72323144,72501856,178713,4.818746455,3.335311751,0.991995436,0.048245737,Promoter ,LINC00673,long intergenic non-protein coding RNA 673,Open
chr6,31202013,31203015,1003,5.380220653,3.651371265,1.039884252,0.048245737,Promoter ,HCG27,HLA complex group 27,Open
chr1,161000720,161021175,20456,6.77312287,4.775025374,1.063651447,0.048245737,Promoter ,F11R,F11 receptor,Open
chr16,30104815,30108432,3618,5.103925224,3.526622405,1.012477527,0.048245737,3' UTR,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,Open
chr15,85380756,85521508,140753,4.367170025,2.96372754,0.969475908,0.048245737,Intron ,AKAP13,A-kinase anchoring protein 13,Open
chr2,31867823,31963298,95476,3.968102364,2.721616367,0.914251241,0.048245737,Intron ,MEMO1,mediator of cell motility 1,Open
chr17,77444704,77447167,2464,4.501259164,2.731415131,1.04582077,0.048245737,Promoter ,LOC112268198,uncharacterized LOC112268198,Open
chr17,30378927,30469989,91063,5.114884094,3.024087256,1.065887446,0.048245737,Promoter ,CPD,carboxypeptidase D,Open
chr14,31100118,31207804,107687,5.2709698,3.430281185,1.051362798,0.048245737,Distal Intergenic,HECTD1,HECT domain E3 ubiquitin protein ligase 1,Open
chr1,45398733,45457621,58889,3.999476933,2.533966419,0.984207915,0.048245737,Intron ,TESK2,testis associated actin remodelling kinase 2,Open
chr6,4500955,4647770,146816,4.217800675,2.96011404,0.915166601,0.048245737,Intron ,LOC105374894,uncharacterized LOC105374894,Open
